drug1,drug2,cell line,drugname1,drugname2
109724,750690,EKVX,Ifosfamide,Sunitinib
719276,750690,EKVX,Fulvestrant,Sunitinib
609699,750690,EKVX,Topotecan hydrochloride,Sunitinib
750,750690,EKVX,Busulfan,Sunitinib
719344,750690,EKVX,Anastrozole,Sunitinib
119875,750690,EKVX,Cisplatin,Sunitinib
85998,750690,EKVX,Streptozocin,Sunitinib
8806,750690,EKVX,Melphalan,Sunitinib
92859,750690,EKVX,Arsenic trioxide,Sunitinib
755,750690,EKVX,Mercaptopurine,Sunitinib
19893,750690,EKVX,Fluorouracil,Sunitinib
105014,750690,EKVX,Cladribine,Sunitinib
26980,750690,EKVX,Mitomycin,Sunitinib
118218,750690,EKVX,Fludarabine,Sunitinib
127716,750690,EKVX,Decitabine,Sunitinib
606869,750690,EKVX,Clofarabine,Sunitinib
256439,750690,EKVX,Idarubicin hydrochloride,Sunitinib
608210,750690,EKVX,Vinorelbine tartrate,Sunitinib
6396,750690,EKVX,Thiotepa,Sunitinib
752,750690,EKVX,Thioguanine,Sunitinib
747973,750690,EKVX,Ixabepilone,Sunitinib
698037,750690,EKVX,Pemetrexed Disodium,Sunitinib
45388,750690,EKVX,Dacarbazine,Sunitinib
38721,750690,EKVX,Mitotane,Sunitinib
673596,750690,EKVX,7-Ethyl-10-hydroxycamptothecin,Sunitinib
737754,750690,EKVX,Pazopanib hydrochloride,Sunitinib
707389,750690,EKVX,Eribulin mesylate,Sunitinib
138783,750690,EKVX,Bendamustine hydrochloride,Sunitinib
719627,754143,EKVX,Celecoxib,Romidepsin
32065,754143,EKVX,Hydroxyurea,Romidepsin
45923,754143,EKVX,Methoxsalen,Romidepsin
747974,754143,EKVX,Raloxifene hydrochloride,Romidepsin
743414,754143,EKVX,Imatinib mesylate,Romidepsin
701852,754143,EKVX,Vorinostat,Romidepsin
362856,754143,EKVX,Temozolomide,Romidepsin
122819,754143,EKVX,Teniposide,Romidepsin
66847,754143,EKVX,Thalidomide,Romidepsin
82151,754143,EKVX,Daunorubicin hydrochloride,Romidepsin
123127,754143,EKVX,Doxorubicin hydrochloride,Romidepsin
125973,754143,EKVX,Paclitaxel,Romidepsin
141540,754143,EKVX,Etoposide,Romidepsin
713563,754143,EKVX,Exemestane,Romidepsin
721517,754143,EKVX,Zoledronic acid,Romidepsin
715055,754143,EKVX,Gefitinib,Romidepsin
740,754143,EKVX,Methotrexate,Romidepsin
749226,754143,EKVX,Abiraterone,Romidepsin
628503,754143,EKVX,Docetaxel,Romidepsin
745750,754143,EKVX,Lapatinib ditosylate,Romidepsin
747971,754143,EKVX,Sorafenib tosylate,Romidepsin
747972,754143,EKVX,Lenalidomide,Romidepsin
681239,754143,EKVX,Bortezomib,Romidepsin
241240,754143,EKVX,Carboplatin,Romidepsin
122758,754143,EKVX,Tretinoin,Romidepsin
3053,754143,EKVX,Dactinomycin,Romidepsin
747599,754143,EKVX,Nilotinib,Romidepsin
180973,754143,EKVX,Tamoxifen citrate,Romidepsin
732517,754143,EKVX,Dasatinib,Romidepsin
226080,754143,EKVX,Sirolimus,Romidepsin
750690,754143,EKVX,Sunitinib,Romidepsin
67574,754143,EKVX,Vincristine sulfate,Romidepsin
733504,754143,EKVX,Everolimus,Romidepsin
71423,754143,EKVX,Megestrol acetate,Romidepsin
3088,754143,EKVX,Chlorambucil,Romidepsin
26271,754143,EKVX,Cyclophosphamide,Romidepsin
14229,754143,EKVX,Quinacrine hydrochloride,Romidepsin
613327,754143,EKVX,Gemcitabine hydrochloride,Romidepsin
719345,754143,EKVX,Letrozole,Romidepsin
102816,754143,EKVX,Azacitidine,Romidepsin
279836,754143,EKVX,Mitoxantrone,Romidepsin
712807,754143,EKVX,Capecitabine,Romidepsin
63878,754143,EKVX,Cytarabine hydrochloride,Romidepsin
409962,754143,EKVX,Carmustine,Romidepsin
718781,754143,EKVX,Erlotinib hydrochloride,Romidepsin
266046,754143,EKVX,Oxaliplatin,Romidepsin
1390,754143,EKVX,Allopurinol,Romidepsin
125066,754143,EKVX,Bleomycin sulfate,Romidepsin
256942,754143,EKVX,4'-Epiadriamycin,Romidepsin
27640,754143,EKVX,Floxuridine,Romidepsin
49842,754143,EKVX,Vinblastine sulfate,Romidepsin
109724,754143,EKVX,Ifosfamide,Romidepsin
719276,754143,EKVX,Fulvestrant,Romidepsin
609699,754143,EKVX,Topotecan hydrochloride,Romidepsin
750,754143,EKVX,Busulfan,Romidepsin
719344,754143,EKVX,Anastrozole,Romidepsin
119875,754143,EKVX,Cisplatin,Romidepsin
85998,754143,EKVX,Streptozocin,Romidepsin
8806,754143,EKVX,Melphalan,Romidepsin
92859,754143,EKVX,Arsenic trioxide,Romidepsin
755,754143,EKVX,Mercaptopurine,Romidepsin
19893,754143,EKVX,Fluorouracil,Romidepsin
105014,754143,EKVX,Cladribine,Romidepsin
26980,754143,EKVX,Mitomycin,Romidepsin
118218,754143,EKVX,Fludarabine,Romidepsin
127716,754143,EKVX,Decitabine,Romidepsin
606869,754143,EKVX,Clofarabine,Romidepsin
256439,754143,EKVX,Idarubicin hydrochloride,Romidepsin
608210,754143,EKVX,Vinorelbine tartrate,Romidepsin
6396,754143,EKVX,Thiotepa,Romidepsin
752,754143,EKVX,Thioguanine,Romidepsin
747973,754143,EKVX,Ixabepilone,Romidepsin
698037,754143,EKVX,Pemetrexed Disodium,Romidepsin
45388,754143,EKVX,Dacarbazine,Romidepsin
38721,754143,EKVX,Mitotane,Romidepsin
673596,754143,EKVX,7-Ethyl-10-hydroxycamptothecin,Romidepsin
737754,754143,EKVX,Pazopanib hydrochloride,Romidepsin
707389,754143,EKVX,Eribulin mesylate,Romidepsin
138783,754143,EKVX,Bendamustine hydrochloride,Romidepsin
32065,67574,EKVX,Hydroxyurea,Vincristine sulfate
45923,67574,EKVX,Methoxsalen,Vincristine sulfate
66847,67574,EKVX,Thalidomide,Vincristine sulfate
740,67574,EKVX,Methotrexate,Vincristine sulfate
3053,67574,EKVX,Dactinomycin,Vincristine sulfate
3088,67574,EKVX,Chlorambucil,Vincristine sulfate
26271,67574,EKVX,Cyclophosphamide,Vincristine sulfate
14229,67574,EKVX,Quinacrine hydrochloride,Vincristine sulfate
63878,67574,EKVX,Cytarabine hydrochloride,Vincristine sulfate
1390,67574,EKVX,Allopurinol,Vincristine sulfate
27640,67574,EKVX,Floxuridine,Vincristine sulfate
49842,67574,EKVX,Vinblastine sulfate,Vincristine sulfate
750,67574,EKVX,Busulfan,Vincristine sulfate
8806,67574,EKVX,Melphalan,Vincristine sulfate
755,67574,EKVX,Mercaptopurine,Vincristine sulfate
19893,67574,EKVX,Fluorouracil,Vincristine sulfate
26980,67574,EKVX,Mitomycin,Vincristine sulfate
6396,67574,EKVX,Thiotepa,Vincristine sulfate
752,67574,EKVX,Thioguanine,Vincristine sulfate
45388,67574,EKVX,Dacarbazine,Vincristine sulfate
38721,67574,EKVX,Mitotane,Vincristine sulfate
719627,733504,EKVX,Celecoxib,Everolimus
32065,733504,EKVX,Hydroxyurea,Everolimus
45923,733504,EKVX,Methoxsalen,Everolimus
701852,733504,EKVX,Vorinostat,Everolimus
362856,733504,EKVX,Temozolomide,Everolimus
122819,733504,EKVX,Teniposide,Everolimus
66847,733504,EKVX,Thalidomide,Everolimus
82151,733504,EKVX,Daunorubicin hydrochloride,Everolimus
123127,733504,EKVX,Doxorubicin hydrochloride,Everolimus
125973,733504,EKVX,Paclitaxel,Everolimus
141540,733504,EKVX,Etoposide,Everolimus
713563,733504,EKVX,Exemestane,Everolimus
721517,733504,EKVX,Zoledronic acid,Everolimus
715055,733504,EKVX,Gefitinib,Everolimus
740,733504,EKVX,Methotrexate,Everolimus
628503,733504,EKVX,Docetaxel,Everolimus
681239,733504,EKVX,Bortezomib,Everolimus
241240,733504,EKVX,Carboplatin,Everolimus
122758,733504,EKVX,Tretinoin,Everolimus
3053,733504,EKVX,Dactinomycin,Everolimus
180973,733504,EKVX,Tamoxifen citrate,Everolimus
732517,733504,EKVX,Dasatinib,Everolimus
226080,733504,EKVX,Sirolimus,Everolimus
67574,733504,EKVX,Vincristine sulfate,Everolimus
71423,733504,EKVX,Megestrol acetate,Everolimus
3088,733504,EKVX,Chlorambucil,Everolimus
26271,733504,EKVX,Cyclophosphamide,Everolimus
14229,733504,EKVX,Quinacrine hydrochloride,Everolimus
613327,733504,EKVX,Gemcitabine hydrochloride,Everolimus
719345,733504,EKVX,Letrozole,Everolimus
102816,733504,EKVX,Azacitidine,Everolimus
279836,733504,EKVX,Mitoxantrone,Everolimus
712807,733504,EKVX,Capecitabine,Everolimus
63878,733504,EKVX,Cytarabine hydrochloride,Everolimus
409962,733504,EKVX,Carmustine,Everolimus
718781,733504,EKVX,Erlotinib hydrochloride,Everolimus
266046,733504,EKVX,Oxaliplatin,Everolimus
1390,733504,EKVX,Allopurinol,Everolimus
125066,733504,EKVX,Bleomycin sulfate,Everolimus
256942,733504,EKVX,4'-Epiadriamycin,Everolimus
27640,733504,EKVX,Floxuridine,Everolimus
49842,733504,EKVX,Vinblastine sulfate,Everolimus
109724,733504,EKVX,Ifosfamide,Everolimus
719276,733504,EKVX,Fulvestrant,Everolimus
609699,733504,EKVX,Topotecan hydrochloride,Everolimus
750,733504,EKVX,Busulfan,Everolimus
719344,733504,EKVX,Anastrozole,Everolimus
119875,733504,EKVX,Cisplatin,Everolimus
85998,733504,EKVX,Streptozocin,Everolimus
8806,733504,EKVX,Melphalan,Everolimus
92859,733504,EKVX,Arsenic trioxide,Everolimus
755,733504,EKVX,Mercaptopurine,Everolimus
19893,733504,EKVX,Fluorouracil,Everolimus
105014,733504,EKVX,Cladribine,Everolimus
26980,733504,EKVX,Mitomycin,Everolimus
118218,733504,EKVX,Fludarabine,Everolimus
127716,733504,EKVX,Decitabine,Everolimus
606869,733504,EKVX,Clofarabine,Everolimus
256439,733504,EKVX,Idarubicin hydrochloride,Everolimus
608210,733504,EKVX,Vinorelbine tartrate,Everolimus
6396,733504,EKVX,Thiotepa,Everolimus
752,733504,EKVX,Thioguanine,Everolimus
698037,733504,EKVX,Pemetrexed Disodium,Everolimus
45388,733504,EKVX,Dacarbazine,Everolimus
38721,733504,EKVX,Mitotane,Everolimus
673596,733504,EKVX,7-Ethyl-10-hydroxycamptothecin,Everolimus
707389,733504,EKVX,Eribulin mesylate,Everolimus
138783,733504,EKVX,Bendamustine hydrochloride,Everolimus
719627,757441,EKVX,Celecoxib,Axitinib
32065,757441,EKVX,Hydroxyurea,Axitinib
45923,757441,EKVX,Methoxsalen,Axitinib
747974,757441,EKVX,Raloxifene hydrochloride,Axitinib
743414,757441,EKVX,Imatinib mesylate,Axitinib
701852,757441,EKVX,Vorinostat,Axitinib
362856,757441,EKVX,Temozolomide,Axitinib
122819,757441,EKVX,Teniposide,Axitinib
66847,757441,EKVX,Thalidomide,Axitinib
82151,757441,EKVX,Daunorubicin hydrochloride,Axitinib
123127,757441,EKVX,Doxorubicin hydrochloride,Axitinib
125973,757441,EKVX,Paclitaxel,Axitinib
141540,757441,EKVX,Etoposide,Axitinib
713563,757441,EKVX,Exemestane,Axitinib
721517,757441,EKVX,Zoledronic acid,Axitinib
715055,757441,EKVX,Gefitinib,Axitinib
740,757441,EKVX,Methotrexate,Axitinib
749226,757441,EKVX,Abiraterone,Axitinib
628503,757441,EKVX,Docetaxel,Axitinib
745750,757441,EKVX,Lapatinib ditosylate,Axitinib
747971,757441,EKVX,Sorafenib tosylate,Axitinib
747972,757441,EKVX,Lenalidomide,Axitinib
681239,757441,EKVX,Bortezomib,Axitinib
241240,757441,EKVX,Carboplatin,Axitinib
122758,757441,EKVX,Tretinoin,Axitinib
3053,757441,EKVX,Dactinomycin,Axitinib
747599,757441,EKVX,Nilotinib,Axitinib
180973,757441,EKVX,Tamoxifen citrate,Axitinib
732517,757441,EKVX,Dasatinib,Axitinib
226080,757441,EKVX,Sirolimus,Axitinib
750690,757441,EKVX,Sunitinib,Axitinib
754143,757441,EKVX,Romidepsin,Axitinib
67574,757441,EKVX,Vincristine sulfate,Axitinib
733504,757441,EKVX,Everolimus,Axitinib
756645,757441,EKVX,Crizotinib,Axitinib
71423,757441,EKVX,Megestrol acetate,Axitinib
3088,757441,EKVX,Chlorambucil,Axitinib
26271,757441,EKVX,Cyclophosphamide,Axitinib
14229,757441,EKVX,Quinacrine hydrochloride,Axitinib
613327,757441,EKVX,Gemcitabine hydrochloride,Axitinib
719345,757441,EKVX,Letrozole,Axitinib
102816,757441,EKVX,Azacitidine,Axitinib
279836,757441,EKVX,Mitoxantrone,Axitinib
712807,757441,EKVX,Capecitabine,Axitinib
63878,757441,EKVX,Cytarabine hydrochloride,Axitinib
409962,757441,EKVX,Carmustine,Axitinib
718781,757441,EKVX,Erlotinib hydrochloride,Axitinib
266046,757441,EKVX,Oxaliplatin,Axitinib
1390,757441,EKVX,Allopurinol,Axitinib
125066,757441,EKVX,Bleomycin sulfate,Axitinib
256942,757441,EKVX,4'-Epiadriamycin,Axitinib
27640,757441,EKVX,Floxuridine,Axitinib
49842,757441,EKVX,Vinblastine sulfate,Axitinib
109724,757441,EKVX,Ifosfamide,Axitinib
719276,757441,EKVX,Fulvestrant,Axitinib
609699,757441,EKVX,Topotecan hydrochloride,Axitinib
750,757441,EKVX,Busulfan,Axitinib
719344,757441,EKVX,Anastrozole,Axitinib
119875,757441,EKVX,Cisplatin,Axitinib
85998,757441,EKVX,Streptozocin,Axitinib
8806,757441,EKVX,Melphalan,Axitinib
92859,757441,EKVX,Arsenic trioxide,Axitinib
755,757441,EKVX,Mercaptopurine,Axitinib
19893,757441,EKVX,Fluorouracil,Axitinib
105014,757441,EKVX,Cladribine,Axitinib
755986,757441,EKVX,Vismodegib,Axitinib
26980,757441,EKVX,Mitomycin,Axitinib
118218,757441,EKVX,Fludarabine,Axitinib
127716,757441,EKVX,Decitabine,Axitinib
606869,757441,EKVX,Clofarabine,Axitinib
256439,757441,EKVX,Idarubicin hydrochloride,Axitinib
608210,757441,EKVX,Vinorelbine tartrate,Axitinib
6396,757441,EKVX,Thiotepa,Axitinib
752,757441,EKVX,Thioguanine,Axitinib
747973,757441,EKVX,Ixabepilone,Axitinib
698037,757441,EKVX,Pemetrexed Disodium,Axitinib
45388,757441,EKVX,Dacarbazine,Axitinib
38721,757441,EKVX,Mitotane,Axitinib
673596,757441,EKVX,7-Ethyl-10-hydroxycamptothecin,Axitinib
737754,757441,EKVX,Pazopanib hydrochloride,Axitinib
707389,757441,EKVX,Eribulin mesylate,Axitinib
138783,757441,EKVX,Bendamustine hydrochloride,Axitinib
719627,756645,EKVX,Celecoxib,Crizotinib
32065,756645,EKVX,Hydroxyurea,Crizotinib
45923,756645,EKVX,Methoxsalen,Crizotinib
747974,756645,EKVX,Raloxifene hydrochloride,Crizotinib
743414,756645,EKVX,Imatinib mesylate,Crizotinib
701852,756645,EKVX,Vorinostat,Crizotinib
362856,756645,EKVX,Temozolomide,Crizotinib
122819,756645,EKVX,Teniposide,Crizotinib
66847,756645,EKVX,Thalidomide,Crizotinib
82151,756645,EKVX,Daunorubicin hydrochloride,Crizotinib
123127,756645,EKVX,Doxorubicin hydrochloride,Crizotinib
125973,756645,EKVX,Paclitaxel,Crizotinib
141540,756645,EKVX,Etoposide,Crizotinib
713563,756645,EKVX,Exemestane,Crizotinib
721517,756645,EKVX,Zoledronic acid,Crizotinib
715055,756645,EKVX,Gefitinib,Crizotinib
740,756645,EKVX,Methotrexate,Crizotinib
749226,756645,EKVX,Abiraterone,Crizotinib
628503,756645,EKVX,Docetaxel,Crizotinib
745750,756645,EKVX,Lapatinib ditosylate,Crizotinib
747971,756645,EKVX,Sorafenib tosylate,Crizotinib
747972,756645,EKVX,Lenalidomide,Crizotinib
681239,756645,EKVX,Bortezomib,Crizotinib
241240,756645,EKVX,Carboplatin,Crizotinib
122758,756645,EKVX,Tretinoin,Crizotinib
3053,756645,EKVX,Dactinomycin,Crizotinib
747599,756645,EKVX,Nilotinib,Crizotinib
180973,756645,EKVX,Tamoxifen citrate,Crizotinib
732517,756645,EKVX,Dasatinib,Crizotinib
226080,756645,EKVX,Sirolimus,Crizotinib
750690,756645,EKVX,Sunitinib,Crizotinib
754143,756645,EKVX,Romidepsin,Crizotinib
67574,756645,EKVX,Vincristine sulfate,Crizotinib
733504,756645,EKVX,Everolimus,Crizotinib
71423,756645,EKVX,Megestrol acetate,Crizotinib
3088,756645,EKVX,Chlorambucil,Crizotinib
26271,756645,EKVX,Cyclophosphamide,Crizotinib
14229,756645,EKVX,Quinacrine hydrochloride,Crizotinib
613327,756645,EKVX,Gemcitabine hydrochloride,Crizotinib
719345,756645,EKVX,Letrozole,Crizotinib
102816,756645,EKVX,Azacitidine,Crizotinib
279836,756645,EKVX,Mitoxantrone,Crizotinib
712807,756645,EKVX,Capecitabine,Crizotinib
63878,756645,EKVX,Cytarabine hydrochloride,Crizotinib
409962,756645,EKVX,Carmustine,Crizotinib
718781,756645,EKVX,Erlotinib hydrochloride,Crizotinib
266046,756645,EKVX,Oxaliplatin,Crizotinib
1390,756645,EKVX,Allopurinol,Crizotinib
125066,756645,EKVX,Bleomycin sulfate,Crizotinib
256942,756645,EKVX,4'-Epiadriamycin,Crizotinib
27640,756645,EKVX,Floxuridine,Crizotinib
49842,756645,EKVX,Vinblastine sulfate,Crizotinib
109724,756645,EKVX,Ifosfamide,Crizotinib
719276,756645,EKVX,Fulvestrant,Crizotinib
609699,756645,EKVX,Topotecan hydrochloride,Crizotinib
750,756645,EKVX,Busulfan,Crizotinib
719344,756645,EKVX,Anastrozole,Crizotinib
119875,756645,EKVX,Cisplatin,Crizotinib
85998,756645,EKVX,Streptozocin,Crizotinib
8806,756645,EKVX,Melphalan,Crizotinib
92859,756645,EKVX,Arsenic trioxide,Crizotinib
755,756645,EKVX,Mercaptopurine,Crizotinib
19893,756645,EKVX,Fluorouracil,Crizotinib
105014,756645,EKVX,Cladribine,Crizotinib
755986,756645,EKVX,Vismodegib,Crizotinib
26980,756645,EKVX,Mitomycin,Crizotinib
118218,756645,EKVX,Fludarabine,Crizotinib
127716,756645,EKVX,Decitabine,Crizotinib
606869,756645,EKVX,Clofarabine,Crizotinib
256439,756645,EKVX,Idarubicin hydrochloride,Crizotinib
608210,756645,EKVX,Vinorelbine tartrate,Crizotinib
6396,756645,EKVX,Thiotepa,Crizotinib
752,756645,EKVX,Thioguanine,Crizotinib
747973,756645,EKVX,Ixabepilone,Crizotinib
698037,756645,EKVX,Pemetrexed Disodium,Crizotinib
45388,756645,EKVX,Dacarbazine,Crizotinib
38721,756645,EKVX,Mitotane,Crizotinib
673596,756645,EKVX,7-Ethyl-10-hydroxycamptothecin,Crizotinib
737754,756645,EKVX,Pazopanib hydrochloride,Crizotinib
707389,756645,EKVX,Eribulin mesylate,Crizotinib
138783,756645,EKVX,Bendamustine hydrochloride,Crizotinib
719627,761431,EKVX,Celecoxib,Vemurafenib
32065,761431,EKVX,Hydroxyurea,Vemurafenib
45923,761431,EKVX,Methoxsalen,Vemurafenib
747974,761431,EKVX,Raloxifene hydrochloride,Vemurafenib
743414,761431,EKVX,Imatinib mesylate,Vemurafenib
701852,761431,EKVX,Vorinostat,Vemurafenib
362856,761431,EKVX,Temozolomide,Vemurafenib
122819,761431,EKVX,Teniposide,Vemurafenib
66847,761431,EKVX,Thalidomide,Vemurafenib
82151,761431,EKVX,Daunorubicin hydrochloride,Vemurafenib
123127,761431,EKVX,Doxorubicin hydrochloride,Vemurafenib
125973,761431,EKVX,Paclitaxel,Vemurafenib
141540,761431,EKVX,Etoposide,Vemurafenib
713563,761431,EKVX,Exemestane,Vemurafenib
721517,761431,EKVX,Zoledronic acid,Vemurafenib
715055,761431,EKVX,Gefitinib,Vemurafenib
740,761431,EKVX,Methotrexate,Vemurafenib
749226,761431,EKVX,Abiraterone,Vemurafenib
628503,761431,EKVX,Docetaxel,Vemurafenib
745750,761431,EKVX,Lapatinib ditosylate,Vemurafenib
747971,761431,EKVX,Sorafenib tosylate,Vemurafenib
747972,761431,EKVX,Lenalidomide,Vemurafenib
681239,761431,EKVX,Bortezomib,Vemurafenib
241240,761431,EKVX,Carboplatin,Vemurafenib
122758,761431,EKVX,Tretinoin,Vemurafenib
3053,761431,EKVX,Dactinomycin,Vemurafenib
747599,761431,EKVX,Nilotinib,Vemurafenib
180973,761431,EKVX,Tamoxifen citrate,Vemurafenib
732517,761431,EKVX,Dasatinib,Vemurafenib
760766,761431,EKVX,Vandetanib,Vemurafenib
226080,761431,EKVX,Sirolimus,Vemurafenib
750690,761431,EKVX,Sunitinib,Vemurafenib
754143,761431,EKVX,Romidepsin,Vemurafenib
67574,761431,EKVX,Vincristine sulfate,Vemurafenib
733504,761431,EKVX,Everolimus,Vemurafenib
757441,761431,EKVX,Axitinib,Vemurafenib
756645,761431,EKVX,Crizotinib,Vemurafenib
71423,761431,EKVX,Megestrol acetate,Vemurafenib
3088,761431,EKVX,Chlorambucil,Vemurafenib
26271,761431,EKVX,Cyclophosphamide,Vemurafenib
14229,761431,EKVX,Quinacrine hydrochloride,Vemurafenib
613327,761431,EKVX,Gemcitabine hydrochloride,Vemurafenib
719345,761431,EKVX,Letrozole,Vemurafenib
102816,761431,EKVX,Azacitidine,Vemurafenib
279836,761431,EKVX,Mitoxantrone,Vemurafenib
712807,761431,EKVX,Capecitabine,Vemurafenib
63878,761431,EKVX,Cytarabine hydrochloride,Vemurafenib
409962,761431,EKVX,Carmustine,Vemurafenib
718781,761431,EKVX,Erlotinib hydrochloride,Vemurafenib
266046,761431,EKVX,Oxaliplatin,Vemurafenib
1390,761431,EKVX,Allopurinol,Vemurafenib
125066,761431,EKVX,Bleomycin sulfate,Vemurafenib
256942,761431,EKVX,4'-Epiadriamycin,Vemurafenib
27640,761431,EKVX,Floxuridine,Vemurafenib
49842,761431,EKVX,Vinblastine sulfate,Vemurafenib
109724,761431,EKVX,Ifosfamide,Vemurafenib
719276,761431,EKVX,Fulvestrant,Vemurafenib
609699,761431,EKVX,Topotecan hydrochloride,Vemurafenib
750,761431,EKVX,Busulfan,Vemurafenib
719344,761431,EKVX,Anastrozole,Vemurafenib
119875,761431,EKVX,Cisplatin,Vemurafenib
85998,761431,EKVX,Streptozocin,Vemurafenib
8806,761431,EKVX,Melphalan,Vemurafenib
92859,761431,EKVX,Arsenic trioxide,Vemurafenib
755,761431,EKVX,Mercaptopurine,Vemurafenib
19893,761431,EKVX,Fluorouracil,Vemurafenib
105014,761431,EKVX,Cladribine,Vemurafenib
755986,761431,EKVX,Vismodegib,Vemurafenib
26980,761431,EKVX,Mitomycin,Vemurafenib
118218,761431,EKVX,Fludarabine,Vemurafenib
127716,761431,EKVX,Decitabine,Vemurafenib
606869,761431,EKVX,Clofarabine,Vemurafenib
256439,761431,EKVX,Idarubicin hydrochloride,Vemurafenib
608210,761431,EKVX,Vinorelbine tartrate,Vemurafenib
6396,761431,EKVX,Thiotepa,Vemurafenib
752,761431,EKVX,Thioguanine,Vemurafenib
747973,761431,EKVX,Ixabepilone,Vemurafenib
698037,761431,EKVX,Pemetrexed Disodium,Vemurafenib
45388,761431,EKVX,Dacarbazine,Vemurafenib
38721,761431,EKVX,Mitotane,Vemurafenib
673596,761431,EKVX,7-Ethyl-10-hydroxycamptothecin,Vemurafenib
737754,761431,EKVX,Pazopanib hydrochloride,Vemurafenib
707389,761431,EKVX,Eribulin mesylate,Vemurafenib
138783,761431,EKVX,Bendamustine hydrochloride,Vemurafenib
32065,71423,EKVX,Hydroxyurea,Megestrol acetate
45923,71423,EKVX,Methoxsalen,Megestrol acetate
66847,71423,EKVX,Thalidomide,Megestrol acetate
740,71423,EKVX,Methotrexate,Megestrol acetate
3053,71423,EKVX,Dactinomycin,Megestrol acetate
67574,71423,EKVX,Vincristine sulfate,Megestrol acetate
3088,71423,EKVX,Chlorambucil,Megestrol acetate
26271,71423,EKVX,Cyclophosphamide,Megestrol acetate
14229,71423,EKVX,Quinacrine hydrochloride,Megestrol acetate
63878,71423,EKVX,Cytarabine hydrochloride,Megestrol acetate
1390,71423,EKVX,Allopurinol,Megestrol acetate
27640,71423,EKVX,Floxuridine,Megestrol acetate
49842,71423,EKVX,Vinblastine sulfate,Megestrol acetate
750,71423,EKVX,Busulfan,Megestrol acetate
8806,71423,EKVX,Melphalan,Megestrol acetate
755,71423,EKVX,Mercaptopurine,Megestrol acetate
19893,71423,EKVX,Fluorouracil,Megestrol acetate
26980,71423,EKVX,Mitomycin,Megestrol acetate
6396,71423,EKVX,Thiotepa,Megestrol acetate
752,71423,EKVX,Thioguanine,Megestrol acetate
45388,71423,EKVX,Dacarbazine,Megestrol acetate
38721,71423,EKVX,Mitotane,Megestrol acetate
740,3088,EKVX,Methotrexate,Chlorambucil
3053,3088,EKVX,Dactinomycin,Chlorambucil
1390,3088,EKVX,Allopurinol,Chlorambucil
750,3088,EKVX,Busulfan,Chlorambucil
755,3088,EKVX,Mercaptopurine,Chlorambucil
752,3088,EKVX,Thioguanine,Chlorambucil
719627,763371,EKVX,Celecoxib,Ruxolitinib
32065,763371,EKVX,Hydroxyurea,Ruxolitinib
45923,763371,EKVX,Methoxsalen,Ruxolitinib
747974,763371,EKVX,Raloxifene hydrochloride,Ruxolitinib
743414,763371,EKVX,Imatinib mesylate,Ruxolitinib
701852,763371,EKVX,Vorinostat,Ruxolitinib
362856,763371,EKVX,Temozolomide,Ruxolitinib
122819,763371,EKVX,Teniposide,Ruxolitinib
66847,763371,EKVX,Thalidomide,Ruxolitinib
82151,763371,EKVX,Daunorubicin hydrochloride,Ruxolitinib
123127,763371,EKVX,Doxorubicin hydrochloride,Ruxolitinib
125973,763371,EKVX,Paclitaxel,Ruxolitinib
141540,763371,EKVX,Etoposide,Ruxolitinib
713563,763371,EKVX,Exemestane,Ruxolitinib
721517,763371,EKVX,Zoledronic acid,Ruxolitinib
715055,763371,EKVX,Gefitinib,Ruxolitinib
740,763371,EKVX,Methotrexate,Ruxolitinib
749226,763371,EKVX,Abiraterone,Ruxolitinib
628503,763371,EKVX,Docetaxel,Ruxolitinib
745750,763371,EKVX,Lapatinib ditosylate,Ruxolitinib
747971,763371,EKVX,Sorafenib tosylate,Ruxolitinib
747972,763371,EKVX,Lenalidomide,Ruxolitinib
681239,763371,EKVX,Bortezomib,Ruxolitinib
241240,763371,EKVX,Carboplatin,Ruxolitinib
122758,763371,EKVX,Tretinoin,Ruxolitinib
3053,763371,EKVX,Dactinomycin,Ruxolitinib
747599,763371,EKVX,Nilotinib,Ruxolitinib
180973,763371,EKVX,Tamoxifen citrate,Ruxolitinib
732517,763371,EKVX,Dasatinib,Ruxolitinib
760766,763371,EKVX,Vandetanib,Ruxolitinib
226080,763371,EKVX,Sirolimus,Ruxolitinib
750690,763371,EKVX,Sunitinib,Ruxolitinib
754143,763371,EKVX,Romidepsin,Ruxolitinib
67574,763371,EKVX,Vincristine sulfate,Ruxolitinib
733504,763371,EKVX,Everolimus,Ruxolitinib
757441,763371,EKVX,Axitinib,Ruxolitinib
756645,763371,EKVX,Crizotinib,Ruxolitinib
761431,763371,EKVX,Vemurafenib,Ruxolitinib
71423,763371,EKVX,Megestrol acetate,Ruxolitinib
3088,763371,EKVX,Chlorambucil,Ruxolitinib
26271,763371,EKVX,Cyclophosphamide,Ruxolitinib
14229,763371,EKVX,Quinacrine hydrochloride,Ruxolitinib
613327,763371,EKVX,Gemcitabine hydrochloride,Ruxolitinib
719345,763371,EKVX,Letrozole,Ruxolitinib
102816,763371,EKVX,Azacitidine,Ruxolitinib
279836,763371,EKVX,Mitoxantrone,Ruxolitinib
712807,763371,EKVX,Capecitabine,Ruxolitinib
63878,763371,EKVX,Cytarabine hydrochloride,Ruxolitinib
