drug1,drug2,cancer,cell line,score,seneitive10,cut4,drug_combination,drug1name,drug2name,depmap_id
745750,755986,Breast Cancer,MCF7,2.222222222,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000019
745750,755986,Breast Cancer,MDA-MB-231,-6.888888889,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000768
745750,755986,Breast Cancer,MDA-MB-468,4.222222222,0,1,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000849
745750,755986,Breast Cancer,T-47D,4.444444444,0,1,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000147
745750,755986,CNS Cancer,SF-268,-2,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000655
745750,755986,CNS Cancer,SF-295,-1,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000376
745750,755986,CNS Cancer,U251,0.444444444,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000232
745750,755986,Colon Cancer,HCT 116,-5.333333333,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000971
745750,755986,Colon Cancer,HCT-15,-1.444444444,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000997
745750,755986,Colon Cancer,KM12,-12.77777778,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000969
745750,755986,Colon Cancer,SW-620,-7.222222222,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000651
745750,755986,Leukemia,HL-60(TB),-18,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000002
745750,755986,Leukemia,K-562,7.111111111,0,1,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000551
745750,755986,Leukemia,RPMI-8226,-12.11111111,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000817
745750,755986,Melanoma,LOX IMVI,-4.444444444,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000750
745750,755986,Melanoma,SK-MEL-2,-9.555555556,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-001190
745750,755986,Melanoma,SK-MEL-28,-10.77777778,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000615
745750,755986,Melanoma,SK-MEL-5,-15.66666667,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000730
745750,755986,Melanoma,UACC-257,-10.11111111,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000579
745750,755986,Melanoma,UACC-62,2.555555556,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000425
745750,755986,Non-Small Cell Lung Cancer,A549,-4.444444444,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000681
745750,755986,Non-Small Cell Lung Cancer,EKVX,-3.333333333,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000706
745750,755986,Non-Small Cell Lung Cancer,HOP-62,-2.888888889,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000861
745750,755986,Non-Small Cell Lung Cancer,NCI-H23,-3.666666667,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000900
745750,755986,Non-Small Cell Lung Cancer,NCI-H460,2.444444444,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000463
745750,755986,Non-Small Cell Lung Cancer,NCI-H522,-5.888888889,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000343
745750,755986,Ovarian Cancer,IGROV1,7.333333333,0,1,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000966
745750,755986,Ovarian Cancer,OVCAR-3,-8.111111111,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000001
745750,755986,Ovarian Cancer,OVCAR-4,-1.222222222,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000617
745750,755986,Ovarian Cancer,OVCAR-8,3.333333333,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000696
745750,755986,Ovarian Cancer,SK-OV-3,4,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000811
745750,755986,Prostate Cancer,PC-3,3.333333333,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000090
745750,755986,Renal Cancer,786-0,-1,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000649
745750,755986,Renal Cancer,A-498,-0.666666667,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000555
745750,755986,Renal Cancer,ACHN,-4.222222222,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000046
745750,755986,Renal Cancer,CAKI-1,-7.666666667,0,0,745750-755986,Lapatinib ditosylate,Vismodegib,ACH-000433
745750,756645,Breast Cancer,BT-549,-7.777777778,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000288
745750,756645,Breast Cancer,HS 578T,-5.777777778,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000148
745750,756645,Breast Cancer,MCF7,0.666666667,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000019
745750,756645,Breast Cancer,MDA-MB-231,-8.555555556,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000768
745750,756645,Breast Cancer,MDA-MB-468,-0.111111111,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000849
745750,756645,Breast Cancer,T-47D,8.666666667,0,1,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000147
745750,756645,CNS Cancer,SF-268,1.222222222,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000655
745750,756645,CNS Cancer,SF-295,-3.555555556,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000376
745750,756645,CNS Cancer,U251,-1.111111111,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000232
745750,756645,Colon Cancer,HCT 116,-1.333333333,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000971
745750,756645,Colon Cancer,HCT-15,-1.555555556,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000997
745750,756645,Colon Cancer,KM12,-2.333333333,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000969
745750,756645,Colon Cancer,SW-620,-6,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000651
745750,756645,Leukemia,HL-60(TB),-19.44444444,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000002
745750,756645,Leukemia,K-562,4.555555556,0,1,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000551
745750,756645,Leukemia,RPMI-8226,-13.11111111,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000817
745750,756645,Melanoma,LOX IMVI,-0.777777778,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000750
745750,756645,Melanoma,SK-MEL-2,-3,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-001190
745750,756645,Melanoma,SK-MEL-28,-11.55555556,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000615
745750,756645,Melanoma,SK-MEL-5,-22.55555556,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000730
745750,756645,Melanoma,UACC-257,-6.555555556,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000579
745750,756645,Melanoma,UACC-62,4.333333333,0,1,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000425
745750,756645,Non-Small Cell Lung Cancer,A549,1.222222222,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000681
745750,756645,Non-Small Cell Lung Cancer,EKVX,-0.444444444,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000706
745750,756645,Non-Small Cell Lung Cancer,HOP-62,-3.888888889,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000861
745750,756645,Non-Small Cell Lung Cancer,NCI-H23,-4.333333333,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000900
745750,756645,Non-Small Cell Lung Cancer,NCI-H460,-0.333333333,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000463
745750,756645,Non-Small Cell Lung Cancer,NCI-H522,-11.11111111,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000343
745750,756645,Ovarian Cancer,IGROV1,-0.888888889,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000966
745750,756645,Ovarian Cancer,OVCAR-3,-1.444444444,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000001
745750,756645,Ovarian Cancer,OVCAR-4,-9.444444444,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000617
745750,756645,Ovarian Cancer,OVCAR-8,3.333333333,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000696
745750,756645,Ovarian Cancer,SK-OV-3,-1.111111111,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000811
745750,756645,Prostate Cancer,PC-3,0,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000090
745750,756645,Renal Cancer,786-0,-1.666666667,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000649
745750,756645,Renal Cancer,A-498,-2.555555556,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000555
745750,756645,Renal Cancer,ACHN,1.111111111,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000046
745750,756645,Renal Cancer,CAKI-1,-3.888888889,0,0,745750-756645,Lapatinib ditosylate,Crizotinib,ACH-000433
745750,757441,Breast Cancer,BT-549,-0.222222222,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000288
745750,757441,Breast Cancer,HS 578T,-4.333333333,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000148
745750,757441,Breast Cancer,MCF7,-1,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000019
745750,757441,Breast Cancer,MDA-MB-231,-13.88888889,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000768
745750,757441,Breast Cancer,MDA-MB-468,-5.777777778,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000849
745750,757441,Breast Cancer,T-47D,2.444444444,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000147
745750,757441,CNS Cancer,SF-268,2.222222222,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000655
745750,757441,CNS Cancer,SF-295,-0.777777778,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000376
745750,757441,CNS Cancer,U251,-1.888888889,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000232
745750,757441,Colon Cancer,HCT 116,-1.888888889,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000971
745750,757441,Colon Cancer,HCT-15,-7.333333333,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000997
745750,757441,Colon Cancer,KM12,-7,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000969
745750,757441,Colon Cancer,SW-620,-7.888888889,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000651
745750,757441,Leukemia,HL-60(TB),-14.66666667,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000002
745750,757441,Leukemia,K-562,2,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000551
745750,757441,Leukemia,RPMI-8226,-7.333333333,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000817
745750,757441,Melanoma,LOX IMVI,-0.666666667,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000750
745750,757441,Melanoma,SK-MEL-2,-5.333333333,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-001190
745750,757441,Melanoma,SK-MEL-28,-8.777777778,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000615
745750,757441,Melanoma,SK-MEL-5,-23.55555556,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000730
745750,757441,Melanoma,UACC-257,-12,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000579
745750,757441,Melanoma,UACC-62,2.555555556,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000425
745750,757441,Non-Small Cell Lung Cancer,A549,-3.444444444,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000681
745750,757441,Non-Small Cell Lung Cancer,EKVX,-3.111111111,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000706
745750,757441,Non-Small Cell Lung Cancer,HOP-62,-3.333333333,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000861
745750,757441,Non-Small Cell Lung Cancer,NCI-H23,-6.222222222,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000900
745750,757441,Non-Small Cell Lung Cancer,NCI-H460,-3.222222222,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000463
745750,757441,Non-Small Cell Lung Cancer,NCI-H522,-5.222222222,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000343
745750,757441,Ovarian Cancer,IGROV1,-0.444444444,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000966
745750,757441,Ovarian Cancer,OVCAR-3,-8.444444444,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000001
745750,757441,Ovarian Cancer,OVCAR-4,-4.555555556,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000617
745750,757441,Ovarian Cancer,OVCAR-8,3,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000696
745750,757441,Ovarian Cancer,SK-OV-3,0.555555556,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000811
745750,757441,Prostate Cancer,PC-3,1.111111111,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000090
745750,757441,Renal Cancer,786-0,-0.555555556,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000649
745750,757441,Renal Cancer,A-498,3.444444444,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000555
745750,757441,Renal Cancer,ACHN,-2,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000046
745750,757441,Renal Cancer,CAKI-1,-3.444444444,0,0,745750-757441,Lapatinib ditosylate,Axitinib,ACH-000433
745750,760766,Breast Cancer,BT-549,-1.333333333,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000288
745750,760766,Breast Cancer,HS 578T,-4.333333333,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000148
745750,760766,Breast Cancer,MCF7,3.666666667,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000019
745750,760766,Breast Cancer,MDA-MB-231,-1.111111111,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000768
745750,760766,Breast Cancer,MDA-MB-468,5.333333333,0,1,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000849
745750,760766,Breast Cancer,T-47D,3.888888889,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000147
745750,760766,CNS Cancer,SF-268,-5.666666667,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000655
745750,760766,CNS Cancer,SF-295,-4.777777778,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000376
745750,760766,CNS Cancer,U251,-3.222222222,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000232
745750,760766,Colon Cancer,HCT 116,-11,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000971
745750,760766,Colon Cancer,HCT-15,-1,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000997
745750,760766,Colon Cancer,KM12,-16.11111111,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000969
745750,760766,Colon Cancer,SW-620,-7.222222222,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000651
745750,760766,Leukemia,HL-60(TB),-18,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000002
745750,760766,Leukemia,K-562,1,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000551
745750,760766,Leukemia,RPMI-8226,-14,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000817
745750,760766,Melanoma,LOX IMVI,-6.444444444,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000750
745750,760766,Melanoma,SK-MEL-2,-5.555555556,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-001190
745750,760766,Melanoma,SK-MEL-28,-5,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000615
745750,760766,Melanoma,SK-MEL-5,-16.33333333,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000730
745750,760766,Melanoma,UACC-257,3.666666667,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000579
745750,760766,Melanoma,UACC-62,-0.444444444,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000425
745750,760766,Non-Small Cell Lung Cancer,A549,-3.333333333,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000681
745750,760766,Non-Small Cell Lung Cancer,EKVX,-8.555555556,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000706
745750,760766,Non-Small Cell Lung Cancer,HOP-62,-3.888888889,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000861
745750,760766,Non-Small Cell Lung Cancer,NCI-H23,-2,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000900
745750,760766,Non-Small Cell Lung Cancer,NCI-H460,-1.444444444,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000463
745750,760766,Non-Small Cell Lung Cancer,NCI-H522,-11.44444444,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000343
745750,760766,Ovarian Cancer,IGROV1,7.333333333,0,1,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000966
745750,760766,Ovarian Cancer,OVCAR-3,-6.666666667,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000001
745750,760766,Ovarian Cancer,OVCAR-4,-1.222222222,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000617
745750,760766,Ovarian Cancer,OVCAR-8,2.333333333,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000696
745750,760766,Ovarian Cancer,SK-OV-3,2,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000811
745750,760766,Prostate Cancer,PC-3,1.333333333,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000090
745750,760766,Renal Cancer,786-0,-2.333333333,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000649
745750,760766,Renal Cancer,A-498,-2.444444444,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000555
745750,760766,Renal Cancer,ACHN,-2.333333333,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000046
745750,760766,Renal Cancer,CAKI-1,-7.555555556,0,0,745750-760766,Lapatinib ditosylate,Vandetanib,ACH-000433
745750,761432,Breast Cancer,BT-549,11.77777778,1,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000288
745750,761432,Breast Cancer,HS 578T,14.33333333,1,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000148
745750,761432,Breast Cancer,MCF7,12,1,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000019
745750,761432,Breast Cancer,MDA-MB-231,1.555555556,0,0,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000768
745750,761432,Breast Cancer,MDA-MB-468,11.44444444,1,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000849
745750,761432,Breast Cancer,T-47D,6.777777778,0,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000147
745750,761432,CNS Cancer,SF-268,4.222222222,0,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000655
745750,761432,CNS Cancer,SF-295,10.33333333,1,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000376
745750,761432,CNS Cancer,U251,9.444444444,0,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000232
745750,761432,Colon Cancer,HCT 116,10.22222222,1,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000971
745750,761432,Colon Cancer,HCT-15,22.33333333,1,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000997
745750,761432,Colon Cancer,KM12,5.888888889,0,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000969
745750,761432,Colon Cancer,SW-620,9.777777778,0,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000651
745750,761432,Leukemia,HL-60(TB),30.44444444,1,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000002
745750,761432,Leukemia,K-562,11,1,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000551
745750,761432,Melanoma,LOX IMVI,9.888888889,0,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000750
745750,761432,Melanoma,SK-MEL-2,9.666666667,0,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-001190
745750,761432,Melanoma,SK-MEL-28,5.333333333,0,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000615
745750,761432,Melanoma,SK-MEL-5,2,0,0,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000730
745750,761432,Melanoma,UACC-257,-1.222222222,0,0,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000579
745750,761432,Melanoma,UACC-62,21.33333333,1,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000425
745750,761432,Non-Small Cell Lung Cancer,A549,4.777777778,0,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000681
745750,761432,Non-Small Cell Lung Cancer,EKVX,19.88888889,1,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000706
745750,761432,Non-Small Cell Lung Cancer,HOP-62,7.555555556,0,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000861
745750,761432,Non-Small Cell Lung Cancer,NCI-H23,15.33333333,1,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000900
745750,761432,Non-Small Cell Lung Cancer,NCI-H460,25.44444444,1,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000463
745750,761432,Non-Small Cell Lung Cancer,NCI-H522,20.88888889,1,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000343
745750,761432,Ovarian Cancer,IGROV1,4.555555556,0,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000966
745750,761432,Ovarian Cancer,OVCAR-3,12.33333333,1,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000001
745750,761432,Ovarian Cancer,OVCAR-4,5.222222222,0,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000617
745750,761432,Ovarian Cancer,OVCAR-8,9.111111111,0,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000696
745750,761432,Ovarian Cancer,SK-OV-3,7.222222222,0,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000811
745750,761432,Prostate Cancer,PC-3,18.11111111,1,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000090
745750,761432,Renal Cancer,786-0,10.22222222,1,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000649
745750,761432,Renal Cancer,A-498,4.777777778,0,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000555
745750,761432,Renal Cancer,ACHN,-0.444444444,0,0,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000046
745750,761432,Renal Cancer,CAKI-1,7.222222222,0,1,745750-761432,Lapatinib ditosylate,Cabazitaxel,ACH-000433
745750,763371,Breast Cancer,BT-549,3.444444444,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000288
745750,763371,Breast Cancer,HS 578T,-4.777777778,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000148
745750,763371,Breast Cancer,MCF7,3.444444444,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000019
745750,763371,Breast Cancer,MDA-MB-231,-10.66666667,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000768
745750,763371,Breast Cancer,MDA-MB-468,-4.555555556,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000849
745750,763371,Breast Cancer,T-47D,-2.333333333,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000147
745750,763371,CNS Cancer,SF-268,-5.555555556,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000655
745750,763371,CNS Cancer,SF-295,-5.333333333,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000376
745750,763371,CNS Cancer,U251,-4,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000232
745750,763371,Colon Cancer,HCT 116,-3.666666667,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000971
745750,763371,Colon Cancer,HCT-15,-11.33333333,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000997
745750,763371,Colon Cancer,KM12,-8,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000969
745750,763371,Colon Cancer,SW-620,-5.111111111,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000651
745750,763371,Leukemia,HL-60(TB),-27.55555556,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000002
745750,763371,Leukemia,K-562,-6.444444444,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000551
745750,763371,Leukemia,RPMI-8226,-2.555555556,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000817
745750,763371,Melanoma,LOX IMVI,-1.555555556,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000750
745750,763371,Melanoma,SK-MEL-2,-12.33333333,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-001190
745750,763371,Melanoma,SK-MEL-28,-4,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000615
745750,763371,Melanoma,SK-MEL-5,-43.55555556,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000730
745750,763371,Melanoma,UACC-257,-12.55555556,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000579
745750,763371,Melanoma,UACC-62,-7.777777778,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000425
745750,763371,Non-Small Cell Lung Cancer,A549,-4.666666667,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000681
745750,763371,Non-Small Cell Lung Cancer,EKVX,-4.222222222,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000706
745750,763371,Non-Small Cell Lung Cancer,HOP-62,-3.333333333,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000861
745750,763371,Non-Small Cell Lung Cancer,NCI-H23,-6.666666667,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000900
745750,763371,Non-Small Cell Lung Cancer,NCI-H460,-6.111111111,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000463
745750,763371,Non-Small Cell Lung Cancer,NCI-H522,-7.111111111,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000343
745750,763371,Ovarian Cancer,IGROV1,4.111111111,0,1,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000966
745750,763371,Ovarian Cancer,OVCAR-3,-12.55555556,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000001
745750,763371,Ovarian Cancer,OVCAR-4,-9,0,0,745750-763371,Lapatinib ditosylate,Ruxolitinib,ACH-000617
